Unnamed: 0,iso3,country,hdicode,hdi_rank_2022,gii_rank_2022,year,hdi,life_expectancy,pop_millions,hdi_f,hdi_m,life_expec_f,life_expec_m,expec_yr_school,expec_yr_school_f,expec_yr_school_m,mean_yr_school,mean_yr_school_f,mean_yr_school_m,gross_inc_percap,gross_inc_percap_f,gross_inc_percap_m,gender_development,gender_inequality,secondary_education_f_%,secondary_education_m_%,seats_in_parliament_f_%,seats_in_parliament_m_%,labour_participation_f_%,labour_participation_m_%,co2_emission_tons,mat_footprint_percap_tons
2838,JPN,Japan,Very High,24.0,22.0,2022,0.92,84.82,123.951692,0.903613096,0.933381383,87.832,81.782,15.45631981,15.42416954,15.48670959,12.66923046,12.3520298,13.01966953,43643.86417,33478.22333,54395.40942,0.968,0.078,98.21291351,99.0597229,15.4494382,84.5505618,54.2,71.4,8.523454263,18.4618
2871,JOR,Jordan,High,99.0,111.0,2022,0.736,74.215,11.2858685,0.661558113,0.766688653,76.675,72.12,12.62659427,12.88729797,12.37726514,10.44668007,10.07157993,10.8373003,9294.801499,2752.787924,15380.3539,0.863,0.449,77.37870026,84.21157074,13.33333333,86.66666667,13.81,60.71,2.033264689,7.5563
2904,KAZ,Kazakhstan,Very High,67.0,42.0,2022,0.802,69.489,19.397998,0.799245143,0.801206388,72.995,65.776,14.81626987,15.02602959,14.61163998,12.43337895,12.45658094,12.40757382,22586.79889,18595.14333,26889.65873,0.998,0.177,100.0,100.0,24.67532468,75.32467532,63.3,74.6,13.2911398,15.648
2937,KEN,Kenya,Medium,146.0,139.0,2022,0.601,62.055,54.027487,0.584533654,0.616722811,64.686,59.579,11.38448201,11.3814695,11.39047431,7.686359882,7.109600067,8.342940331,4807.716317,3976.574003,5653.521006,0.948,0.533,54.59402847,63.49470139,24.75961538,75.24038462,62.85,72.58,0.461419049,4.3545
2970,KIR,Kiribati,Medium,137.0,,2022,0.628,67.661,0.1312315,0.555173243,0.653814373,69.386,65.731,11.80302,12.42732,11.25373,9.128581569,9.292067793,8.965095345,3440.416745,1099.924275,5903.401423,0.849,,,,6.666666667,93.33333333,16.11,73.04,0.534002204,
3003,PRK,Korea (Democratic People's Rep. of),,,,2022,,73.578,26.0694165,,,76.146,70.973,,,,,,,,,,,,,,17.61280932,82.38719068,,,1.976608651,
3036,KOR,Korea (Republic of),Very High,19.0,16.0,2022,0.929,84.024,51.8158095,0.900442755,0.949875454,87.101,80.695,16.50964928,16.13555908,16.84387016,12.61409234,11.97633078,13.25834512,46026.4542,31062.94566,61036.76288,0.948,0.062,83.78057161,93.54354944,18.6440678,81.3559322,55.04,73.66,11.88642384,24.6944
3069,KWT,Kuwait,Very High,49.0,51.0,2022,0.847,80.264,4.268873,0.847552134,0.835979298,82.752,78.878,15.6911416,17.84918291,13.82607425,7.441742908,8.272894602,7.039573868,56729.18152,28017.72588,75231.9156,1.014,0.199,61.80728762,56.45168673,6.25,93.75,44.41,88.45,24.30127757,43.9514
3102,KGZ,Kyrgyzstan,High,117.0,81.0,2022,0.701,70.484,6.630623,0.689893361,0.707296353,74.929,66.218,12.99493027,13.15699005,12.83446026,11.96131992,11.88298442,12.04857289,4781.692046,3442.104307,6170.485612,0.975,0.345,92.35070479,94.40516115,20.45454545,79.54545455,52.49,78.01,1.445185572,4.4378
3135,LAO,Lao People's Democratic Republic,Medium,139.0,116.0,2022,0.62,68.999,7.529475,0.593276278,0.64528511,71.164,66.94,10.18749046,10.00139046,10.36781025,5.94697053,4.995009421,6.917600722,7744.837346,6379.81054,9088.32332,0.919,0.467,18.6842884,30.41258525,21.95121951,78.04878049,61.47,70.76,3.147046548,12.1668
3168,LVA,Latvia,Very High,37.0,39.0,2022,0.879,75.927,1.850651,0.88656922,0.867729074,80.088,71.49,16.55606079,17.2518692,15.8921299,13.33330305,13.64862723,12.97307424,32082.98104,26344.50355,38715.98288,1.022,0.142,99.8234528,99.34465956,30.0,70.0,55.61,67.89,3.863827625,23.8978
3201,LBN,Lebanon,High,109.0,86.0,2022,0.723,74.416,5.4897395,0.689545665,0.743431443,76.597,72.237,12.05109224,12.79566002,11.29957437,8.602969077,8.047852662,9.158085491,12313.42257,6545.545361,18438.82237,0.928,0.365,54.74398998,61.07482541,6.25,93.75,29.81,70.17,4.19696919,9.1979
3234,LSO,Lesotho,Low,168.0,141.0,2022,0.521,53.036,2.3058255,0.519217112,0.519562728,55.923,50.319,11.07051125,11.38711406,10.75514209,7.545058784,8.189024107,6.809400799,2708.731464,2128.814223,3304.367697,0.999,0.552,34.12507847,29.69854533,25.97402597,74.02597403,51.55,64.95,1.087245239,
3267,LBR,Liberia,Low,177.0,161.0,2022,0.487,61.1,5.302681,0.450796583,0.524471625,62.392,59.796,10.46585369,10.14880276,10.81455135,5.318104412,3.62626494,7.249448013,1330.419917,1162.707312,1499.483837,0.86,0.656,19.72875425,45.78054035,9.708737864,90.29126214,43.51,50.05,0.166607104,2.3086
3300,LBY,Libya,High,92.0,65.0,2022,0.746,72.151,6.812341,0.738708929,0.747568012,74.759,69.736,13.977117,14.80444533,13.472613,7.77860643,8.435953453,7.18500215,19751.56758,12072.92702,27248.02915,0.988,0.266,62.1799143,45.33414026,16.47058824,83.52941176,32.76,59.86,9.491235476,14.6135
3333,LIE,Liechtenstein,Very High,12.0,,2022,0.942,84.656,0.039327,0.924162866,0.97429544,86.129,83.019,15.46640015,14.51823997,16.43499947,12.351169,12.09086443,14.0497124,146673.2415,114828.8343,179045.0686,0.949,,,,28.0,72.0,52.79,67.26,3.736776044,
3366,LTU,Lithuania,Very High,37.0,30.0,2022,0.879,74.293,2.750055,0.89090865,0.866628773,79.13,69.492,16.39982986,17.05356026,15.7968998,13.49810028,13.58351994,13.39519978,38131.23588,33011.65837,43911.68251,1.028,0.098,95.53431702,97.90854645,28.36879433,71.63120567,58.84,67.71,4.962838906,32.8254
3399,LUX,Luxembourg,Very High,20.0,10.0,2022,0.927,82.591,0.647599,0.920482138,0.927310681,84.77,80.445,14.19705009,14.31556988,14.08835983,12.9600811,12.93417865,12.96266954,78554.2364,66697.04897,90255.76002,0.993,0.043,96.57935047,89.32828252,33.33333333,66.66666667,57.99,65.09,13.18539513,49.1903
3432,MDG,Madagascar,Low,177.0,145.0,2022,0.487,65.23,29.611714,0.472722095,0.499980323,67.617,62.97,9.213435879,9.330857735,9.0995213,4.592520237,4.292349815,4.935460091,1463.547925,1223.858425,1702.256419,0.945,0.574,15.90098,21.22050095,17.75147929,82.24852071,78.81,88.91,0.147556758,1.9935
3465,MWI,Malawi,Low,172.0,148.0,2022,0.508,62.898,20.4053165,0.488791013,0.527854022,66.326,59.58,11.50487088,11.5095995,11.4867303,5.243740082,4.292150021,6.395669937,1432.472806,1191.301915,1687.144463,0.926,0.579,12.71358013,26.16975021,22.91666667,77.08333333,63.14,74.55,0.104496076,3.7705
3498,MYS,Malaysia,Very High,63.0,52.0,2022,0.807,76.26,33.9382215,0.79442232,0.816079158,78.799,73.955,12.93247032,13.39496994,12.49645996,10.74828052,10.6902567,10.80320965,27295.41224,19262.03981,34983.46792,0.973,0.202,76.12813868,79.24223022,14.49275362,85.50724638,55.08,80.47,8.305928592,20.8455
3531,MDV,Maldives,High,87.0,76.0,2022,0.762,80.839,0.523787,0.748232807,0.767000753,81.844,80.065,12.17795095,13.33348102,11.23151446,7.762392544,7.869674371,7.655778428,18846.79219,12160.7956,23783.29128,0.976,0.328,46.92806785,46.26936583,4.597701149,95.40229885,53.34,78.21,3.299409156,
3564,MLI,Mali,Low,188.0,153.0,2022,0.41,59.417,22.5935905,0.368306614,0.444000261,60.832,58.068,7.037249603,6.4333433,7.500483095,1.626710057,1.135959983,2.161859989,2043.672433,1332.552257,2741.074418,0.83,0.607,7.999770164,15.48596954,28.57142857,71.42857143,51.51,84.99,0.316284199,3.3041
3597,MLT,Malta,Very High,25.0,35.0,2022,0.915,83.704,0.533286,0.903457283,0.922135095,85.703,81.644,15.86133957,16.6119709,15.20273018,12.21026039,12.00041962,12.40596962,44464.03057,33971.44852,54099.17102,0.98,0.117,82.18309021,88.08731842,27.84810127,72.15189873,56.13,71.22,3.050225155,28.0417
3630,MHL,Marshall Islands,High,102.0,,2022,0.731,65.146,0.041569,0.707670091,0.74847358,67.092,63.546,16.38606071,17.01634026,15.80325031,12.81836718,12.74359657,12.89313779,6855.234566,4517.831534,9096.156737,0.945,,91.6442337,92.46858215,6.060606061,93.93939394,37.34,61.23,3.63686088,
3663,MRT,Mauritania,Low,164.0,150.0,2022,0.54,64.691,4.736139,0.502660511,0.574914848,66.447,62.965,8.051850319,8.160340309,7.957449913,4.754063344,4.11278431,5.779904924,5343.564069,3052.60059,7726.989095,0.874,0.603,16.07508449,27.55589289,20.26143791,79.73856209,30.99,65.71,0.965357551,8.4046
3696,MUS,Mauritius,High,72.0,88.0,2022,0.796,73.975,1.299469,0.783594284,0.802880193,77.128,70.963,14.61009979,15.18282986,14.05863953,9.992049863,9.864661688,10.05361404,23251.62071,15593.82944,31124.12841,0.976,0.369,66.52111097,72.40921213,20.0,80.0,42.21,68.37,3.149474754,
3729,MEX,Mexico,High,77.0,84.0,2022,0.781,74.832,127.5041255,0.769920342,0.786801205,78.161,71.547,14.50529957,14.95950031,14.05300045,9.221050262,9.096670151,9.358039856,19138.00726,13547.80665,25008.11956,0.979,0.352,63.70000076,65.40000153,49.84076433,50.15923567,45.03,76.31,3.699878374,10.2865
3762,FSM,Micronesia (Federated States of),Medium,135.0,,2022,0.634,70.925,0.114164,0.614999084,0.647233381,74.823,67.325,12.615048,12.74115867,12.48893733,7.33252398,6.8911421,7.7825449,3709.154916,2651.536437,4755.53135,0.95,,,,7.142857143,92.85714286,45.01,65.95,1.351795706,
3795,MDA,Moldova (Republic of),High,86.0,41.0,2022,0.763,68.621,3.272996,0.776246379,0.751398863,73.32,64.217,14.90598011,15.38689041,14.44299984,11.8338152,11.87922207,11.78249767,12963.61829,12271.91157,13724.75298,1.033,0.156,96.2943566,98.09250551,40.59405941,59.40594059,71.5,73.71,1.828185213,8.5266
3828,MCO,Monaco,,,,2022,,86.895,0.036469,,,88.881,85.055,18.6915194,19.38840748,18.05397828,,,,,,,,,,,33.33333333,66.66666667,39.51,56.61,,
3861,MNG,Mongolia,High,96.0,72.0,2022,0.741,72.667,3.398366,0.751138056,0.727754095,77.375,68.079,14.51719515,15.2856874,13.77597532,9.423700333,9.949589729,8.847709656,10350.86141,8099.013995,12639.57587,1.032,0.297,79.25840759,73.04766846,17.10526316,82.89473684,53.48,68.4,11.42747646,25.306
3894,MNE,Montenegro,Very High,50.0,33.0,2022,0.844,76.845,0.6270825,0.833396974,0.852441413,80.262,73.48,15.08475971,15.55858994,14.63002968,12.61621288,12.0696905,13.19888451,22513.26314,17543.32196,27749.88278,0.978,0.114,70.8252214,83.66965647,27.16049383,72.83950617,44.41,57.82,3.67088789,
3927,MAR,Morocco,Medium,120.0,110.0,2022,0.698,74.973,37.4579705,0.62769515,0.73722659,77.177,72.896,14.59442043,14.49855042,14.68883991,6.05,5.14,6.98,7954.522461,2967.813616,12875.95846,0.851,0.44,31.9,37.9,21.3592233,78.6407767,19.8,69.6,1.959225801,6.8037
3960,MOZ,Mozambique,Low,183.0,118.0,2022,0.461,59.625,32.9695185,0.443026083,0.477108277,62.688,56.529,10.72532345,10.32496843,11.12771273,3.860090017,3.228760004,4.394440174,1219.241361,1059.588454,1384.984659,0.929,0.477,17.86639977,25.05237961,42.4,57.6,73.94,80.05,0.22416011,2.8564
3993,MMR,Myanmar,Medium,144.0,119.0,2022,0.608,67.256,54.179306,0.582895575,0.619449409,70.478,64.18,12.06090998,12.32135567,11.33528763,6.518157697,6.195670039,6.924247023,4037.705141,2545.032167,5544.449482,0.941,0.479,39.19248558,49.91804481,14.97659906,85.02340094,44.17,78.56,0.66209607,4.5205
4026,NAM,Namibia,Medium,142.0,112.0,2022,0.61,58.059,2.5670125,0.61186765,0.608128294,61.704,54.592,11.75997928,11.74091522,11.76220292,7.243458294,7.515436441,6.957704422,9200.026599,7827.178397,10672.50566,1.006,0.45,42.0822997,44.98894249,35.61643836,64.38356164,54.12,61.19,1.475168873,9.1528
4059,NRU,Nauru,Medium,122.0,,2022,0.696,64.014,0.012668,0.708418745,0.683031041,67.841,60.52,12.56089218,14.37941093,11.04382186,9.247975,9.327438733,9.168511267,14938.55659,11557.62601,18213.35695,1.037,,,,10.52631579,89.47368421,56.79,73.63,4.278315083,
